"zipcode","origin_county","origin_lat","origin_lon","destination","destination_lat","destination_lon","flow_count","Age","Disability","Income","Race"
"77511","Brazoria County","29.412","-95.2515","The Galleria","29.739332","-95.463878","1","35-44","No","$50,000-$74,999","White"
"77511","Brazoria County","29.412","-95.2515","The Woodlands","30.1820388","-95.4846124","1","18-24","No","$75,000 or more","White"
"77515","Brazoria County","29.181","-95.4467","Galveston","29.300128","-94.795846","1","25-34","Prefer not to answer","$75,000 or more","White"
"77515","Brazoria County","29.181","-95.4467","Galveston","29.300128","-94.795846","1","65+","Yes","$25,000-$49,999","White"
"77515","Brazoria County","29.181","-95.4467","La Porte","29.6641635","-95.0192828","1","25-34","Prefer not to answer","$75,000 or more","White"
"77518","Galveston County","29.5055","-94.9893","Galveston","29.300128","-94.795846","1","45-54","No","$75,000 or more","White"
"77518","Galveston County","29.5055","-94.9893","Galveston","29.300128","-94.795846","1","55-64","No","$75,000 or more","White"
"77520","Harris County","29.7461","-94.9653","Baytown","29.732081","-94.967821","1","45-54","No","Less than $15,000","Hispanic/Latino"
"77520","Harris County","29.7461","-94.9653","Galveston","29.300128","-94.795846","2","45-54","No","Less than $15,000","Hispanic/Latino"
"77521","Harris County","29.7705","-94.9695","Garth Road","29.7620241307","-94.4817344702","1","35-44","No","$75,000 or more","Hispanic/Latino"
"77521","Harris County","29.7705","-94.9695","MD Anderson Cancer Center","30.0012","-95.5613","1","65+","Yes","$15,000-$24,999","White"
"77523","Chambers County","29.77","-94.8608","The Galleria","29.739332","-95.463878","1","25-34","No","$75,000 or more","White"
"77530","Harris County","29.7914","-95.1317","Pasadena","29.693379","-95.1933326","1","18-24","No","$75,000 or more","Hispanic/Latino"
"77531","Brazoria County","29.0325","-95.4026","Clute","29.02512","-95.395964","1","35-44","No","Less than $15,000","Black"
"77532","Harris County","29.9249","-95.0578","Galveston","29.300128","-94.795846","1","25-34","No","$50,000-$74,999","Hispanic/Latino"
"77536","Harris County","29.6826","-95.1222","Baytown","29.732081","-94.967821","1","35-44","Yes","$75,000 or more","Prefer not to answer"
"77536","Harris County","29.6826","-95.1222","Channelview","29.7888395","-95.1368461","1","35-44","Yes","$75,000 or more","Prefer not to answer"
"77536","Harris County","29.6826","-95.1222","Downtown Houston","29.7566137","-95.3588701","1","35-44","Yes","$75,000 or more","Prefer not to answer"
"77536","Harris County","29.6826","-95.1222","Galena Park","29.744823","-95.236083","1","35-44","Yes","$75,000 or more","Prefer not to answer"
"77536","Harris County","29.6826","-95.1222","Galveston","29.300128","-94.795846","1","35-44","Prefer not to answer","Less than $15,000","White"
"77536","Harris County","29.6826","-95.1222","Galveston","29.300128","-94.795846","1","35-44","Yes","$75,000 or more","Prefer not to answer"
"77536","Harris County","29.6826","-95.1222","La Porte","29.6641635","-95.0192828","1","35-44","Yes","$75,000 or more","Prefer not to answer"
"77536","Harris County","29.6826","-95.1222","Pasadena","29.693379","-95.1933326","1","35-44","Yes","$75,000 or more","Prefer not to answer"
"77539","Galveston County","29.4585","-95.0345","Austin","30.264979","-97.746598","1","55-64","Yes","$50,000-$74,999","White"
"77539","Galveston County","29.4585","-95.0345","Baybrook Mall","29.542016","-95.148423","1","65+","No","Prefer not to answer","White"
"77539","Galveston County","29.4585","-95.0345","Dallas","32.7779765","-96.7962148","1","55-64","Yes","$50,000-$74,999","White"
"77539","Galveston County","29.4585","-95.0345","Dickinson","29.460726","-95.051812","1","18-24","Yes","Less than $15,000","Black"
"77539","Galveston County","29.4585","-95.0345","Dickinson","29.460726","-95.051812","1","45-54","No","$75,000 or more","White"
"77539","Galveston County","29.4585","-95.0345","Dickinson","29.460726","-95.051812","1","65+","No","$75,000 or more","Black"
"77539","Galveston County","29.4585","-95.0345","Downtown Houston","29.7566137","-95.3588701","1","45-54","No","$75,000 or more","White"
"77539","Galveston County","29.4585","-95.0345","Galveston","29.300128","-94.795846","1","18-24","Yes","Less than $15,000","Black"
"77539","Galveston County","29.4585","-95.0345","League City","29.507507","-95.095204","1","45-54","No","$75,000 or more","White"
"77539","Galveston County","29.4585","-95.0345","League City","29.507507","-95.095204","1","65+","No","$75,000 or more","Black"
"77539","Galveston County","29.4585","-95.0345","Moody Gardens","29.272762","-94.852509","1","18-24","Yes","Less than $15,000","Black"
"77539","Galveston County","29.4585","-95.0345","San Antonio","29.4251712","-98.494614","1","55-64","Yes","$50,000-$74,999","White"
"77541","Brazoria County","29.0357","-95.3379","Galveston","29.300128","-94.795846","1","55-64","No","$25,000-$49,999","White"
"77546","Galveston County","29.5224","-95.1879","Friendswood","29.528515","-95.200012","1","45-54","No","$25,000-$49,999","White"
"77546","Galveston County","29.5224","-95.1879","Galveston","29.300128","-94.795846","1","25-34","No","$75,000 or more","Hispanic/Latino"
"77546","Galveston County","29.5224","-95.1879","Galveston","29.300128","-94.795846","1","45-54","No","$25,000-$49,999","White"
"77546","Galveston County","29.5224","-95.1879","Galveston","29.300128","-94.795846","1","45-54","No","$50,000-$74,999","White"
"77546","Galveston County","29.5224","-95.1879","Galveston","29.300128","-94.795846","1","55-64","No","$75,000 or more","Hispanic/Latino"
"77546","Galveston County","29.5224","-95.1879","League City","29.507507","-95.095204","1","45-54","No","$25,000-$49,999","White"
"77546","Galveston County","29.5224","-95.1879","NRG Park","29.68737","-95.41234","1","35-44","No","$75,000 or more","Asian or Pacific Islander"
"77546","Galveston County","29.5224","-95.1879","William P. Hobby Airport","29.6524","-95.27723","1","55-64","No","$75,000 or more","White"
"77547","Harris County","29.7392","-95.24","Channelview","29.7888395","-95.1368461","1","65+","Prefer not to answer","$15,000-$24,999","Hispanic/Latino"
"77547","Harris County","29.7392","-95.24","Galena Park","29.744823","-95.236083","1","65+","Prefer not to answer","$15,000-$24,999","Hispanic/Latino"
"77550","Galveston County","29.2983","-94.793","Austin","30.264979","-97.746598","1","25-34","No","$50,000-$74,999","White"
"77550","Galveston County","29.2983","-94.793","Austin","30.264979","-97.746598","1","25-34","No","$75,000 or more","Asian or Pacific Islander"
"77550","Galveston County","29.2983","-94.793","Baybrook Mall","29.542016","-95.148423","1","65+","No","$25,000-$49,999","White"
"77550","Galveston County","29.2983","-94.793","Dallas","32.7779765","-96.7962148","1","65+","No","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","Downtown Houston","29.7566137","-95.3588701","1","18-24","No","Less than $15,000","Asian or Pacific Islander"
"77550","Galveston County","29.2983","-94.793","Downtown Houston","29.7566137","-95.3588701","1","25-34","No","$75,000 or more","Hispanic/Latino"
"77550","Galveston County","29.2983","-94.793","Downtown Houston","29.7566137","-95.3588701","1","35-44","No","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","Downtown Houston","29.7566137","-95.3588701","1","45-54","No","$50,000-$74,999","White"
"77550","Galveston County","29.2983","-94.793","Downtown Houston","29.7566137","-95.3588701","1","55-64","No","$25,000-$49,999","White"
"77550","Galveston County","29.2983","-94.793","Downtown Houston","29.7566137","-95.3588701","1","55-64","No","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","Downtown Houston","29.7566137","-95.3588701","1","65+","No","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","1","18-24","No","Less than $15,000","Hispanic/Latino"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","1","18-24","No","Less than $15,000","White"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","1","25-34","No","$25,000-$49,999","Hispanic/Latino"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","1","25-34","No","$25,000-$49,999","White"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","1","25-34","No","$75,000 or more","Asian or Pacific Islander"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","1","25-34","No","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","1","25-34","No","Less than $15,000","Asian or Pacific Islander"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","1","35-44","No","$50,000-$74,999","White"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","1","45-54","No","$50,000-$74,999","White"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","3","45-54","No","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","1","55-64","No","$25,000-$49,999","White"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","2","55-64","No","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","1","65+","No","$25,000-$49,999","White"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","1","65+","No","$75,000 or more","Hispanic/Latino"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","1","65+","Yes","$15,000-$24,999","White"
"77550","Galveston County","29.2983","-94.793","Galveston","29.300128","-94.795846","1","65+","Yes","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","18-24","No","$15,000-$24,999","Asian or Pacific Islander"
"77550","Galveston County","29.2983","-94.793","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","25-34","No","$15,000-$24,999","Prefer not to answer"
"77550","Galveston County","29.2983","-94.793","George Bush Intercontinental Airport","29.9878157","-95.3414885","2","45-54","No","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","55-64","No","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","Houston Museum District","29.7298922","-95.3866012","1","65+","No","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","Katy","29.7948568","-95.8165311","1","35-44","No","$50,000-$74,999","White"
"77550","Galveston County","29.2983","-94.793","League City","29.507507","-95.095204","1","55-64","Yes","$75,000 or more","Black"
"77550","Galveston County","29.2983","-94.793","MD Anderson Cancer Center","30.0012","-95.5613","1","55-64","Yes","$75,000 or more","Black"
"77550","Galveston County","29.2983","-94.793","Moody Gardens","29.272762","-94.852509","1","35-44","No","$75,000 or more","Hispanic/Latino"
"77550","Galveston County","29.2983","-94.793","NRG Park","29.68737","-95.41234","1","35-44","No","$50,000-$74,999","White"
"77550","Galveston County","29.2983","-94.793","Pelican Island","28.37815","-96.39216","1","45-54","Prefer not to answer","$15,000-$24,999","White"
"77550","Galveston County","29.2983","-94.793","Pelican Island","28.37815","-96.39216","1","55-64","No","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","Texas City","29.384016","-94.902549","1","65+","Prefer not to answer","$25,000-$49,999","Prefer not to answer"
"77550","Galveston County","29.2983","-94.793","Texas Medical Center","29.7117013","-95.3931416","1","45-54","No","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","UTMB","29.31194","-94.77806","1","25-34","No","$25,000-$49,999","Hispanic/Latino"
"77550","Galveston County","29.2983","-94.793","UTMB","29.31194","-94.77806","1","25-34","No","$25,000-$49,999","White"
"77550","Galveston County","29.2983","-94.793","UTMB","29.31194","-94.77806","1","25-34","No","Less than $15,000","Black"
"77550","Galveston County","29.2983","-94.793","UTMB","29.31194","-94.77806","1","65+","Yes","Less than $15,000","White"
"77550","Galveston County","29.2983","-94.793","University of Houston-Clear Lake","29.578522","-95.104162","1","55-64","No","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","Webster","29.5371685","-95.1278882","1","25-34","No","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","Webster","29.5371685","-95.1278882","1","65+","Prefer not to answer","$15,000-$24,999","Prefer not to answer"
"77550","Galveston County","29.2983","-94.793","William P. Hobby Airport","29.6524","-95.27723","1","18-24","No","$15,000-$24,999","Asian or Pacific Islander"
"77550","Galveston County","29.2983","-94.793","William P. Hobby Airport","29.6524","-95.27723","1","25-34","No","$15,000-$24,999","Prefer not to answer"
"77550","Galveston County","29.2983","-94.793","William P. Hobby Airport","29.6524","-95.27723","2","45-54","No","$75,000 or more","White"
"77550","Galveston County","29.2983","-94.793","William P. Hobby Airport","29.6524","-95.27723","1","65+","Yes","$15,000-$24,999","White"
"77551","Galveston County","29.2766","-94.8303","Austin","30.264979","-97.746598","1","18-24","No","$75,000 or more","Asian or Pacific Islander"
"77551","Galveston County","29.2766","-94.8303","Dallas","32.7779765","-96.7962148","1","25-34","No","$75,000 or more","White"
"77551","Galveston County","29.2766","-94.8303","Dallas","32.7779765","-96.7962148","1","35-44","No","$75,000 or more","White"
"77551","Galveston County","29.2766","-94.8303","Downtown Houston","29.7566137","-95.3588701","1","25-34","No","$75,000 or more","White"
"77551","Galveston County","29.2766","-94.8303","Downtown Houston","29.7566137","-95.3588701","1","65+","No","$75,000 or more","Hispanic/Latino"
"77551","Galveston County","29.2766","-94.8303","Galveston","29.300128","-94.795846","1","25-34","No","$15,000-$24,999","White"
"77551","Galveston County","29.2766","-94.8303","Galveston","29.300128","-94.795846","1","45-54","No","$75,000 or more","White"
"77551","Galveston County","29.2766","-94.8303","Galveston","29.300128","-94.795846","2","55-64","No","$75,000 or more","White"
"77551","Galveston County","29.2766","-94.8303","Galveston","29.300128","-94.795846","1","65+","No","$75,000 or more","White"
"77551","Galveston County","29.2766","-94.8303","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","35-44","No","$75,000 or more","White"
"77551","Galveston County","29.2766","-94.8303","Pelican Island","28.37815","-96.39216","1","45-54","No","$75,000 or more","White"
"77551","Galveston County","29.2766","-94.8303","Texarkana","33.44221","-94.06408","1","45-54","No","$75,000 or more","White"
"77551","Galveston County","29.2766","-94.8303","Texas Medical Center","29.7117013","-95.3931416","1","55-64","No","$75,000 or more","White"
"77551","Galveston County","29.2766","-94.8303","Texas Medical Center","29.7117013","-95.3931416","1","65+","Yes","$25,000-$49,999","Black"
"77551","Galveston County","29.2766","-94.8303","University of Houston","29.7186641","-95.3400452","1","25-34","No","$25,000-$49,999","Hispanic/Latino"
"77551","Galveston County","29.2766","-94.8303","Webster","29.5371685","-95.1278882","1","65+","Yes","$25,000-$49,999","Black"
"77551","Galveston County","29.2766","-94.8303","William P. Hobby Airport","29.6524","-95.27723","1","35-44","No","$75,000 or more","White"
"77551","Galveston County","29.2766","-94.8303","William P. Hobby Airport","29.6524","-95.27723","1","65+","No","$50,000-$74,999","Hispanic/Latino"
"77551","Galveston County","29.2766","-94.8303","William P. Hobby Airport","29.6524","-95.27723","1","65+","No","$75,000 or more","White"
"77551","Galveston County","29.2766","-94.8303","William P. Hobby Airport","29.6524","-95.27723","1","65+","Yes","$25,000-$49,999","White"
"77554","Galveston County","29.2243","-94.9637","Downtown Houston","29.7566137","-95.3588701","1","18-24","No","$15,000-$24,999","White"
"77554","Galveston County","29.2243","-94.9637","Downtown Houston","29.7566137","-95.3588701","1","45-54","No","$75,000 or more","Hispanic/Latino"
"77554","Galveston County","29.2243","-94.9637","Galveston","29.300128","-94.795846","1","18-24","No","$15,000-$24,999","White"
"77554","Galveston County","29.2243","-94.9637","Galveston","29.300128","-94.795846","1","25-34","No","$75,000 or more","White"
"77554","Galveston County","29.2243","-94.9637","Galveston","29.300128","-94.795846","1","55-64","No","$50,000-$74,999","White"
"77554","Galveston County","29.2243","-94.9637","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","65+","No","$75,000 or more","White"
"77554","Galveston County","29.2243","-94.9637","Pelican Island","28.37815","-96.39216","1","18-24","No","$15,000-$24,999","White"
"77554","Galveston County","29.2243","-94.9637","Texas Medical Center","29.7117013","-95.3931416","1","65+","Yes","$25,000-$49,999","White"
"77554","Galveston County","29.2243","-94.9637","William P. Hobby Airport","29.6524","-95.27723","1","65+","No","$25,000-$49,999","White"
"77554","Galveston County","29.2243","-94.9637","William P. Hobby Airport","29.6524","-95.27723","1","65+","Yes","$75,000 or more","White"
"77563","Galveston County","29.3398","-94.9926","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","65+","Yes","$50,000-$74,999","Prefer not to answer"
"77563","Galveston County","29.3398","-94.9926","William P. Hobby Airport","29.6524","-95.27723","1","65+","Yes","$50,000-$74,999","Prefer not to answer"
"77565","Galveston County","29.5236","-95.0276","Galveston","29.300128","-94.795846","1","35-44","Prefer not to answer","$75,000 or more","Black"
"77566","Brazoria County","29.0393","-95.4401","Galveston","29.300128","-94.795846","1","25-34","No","$25,000-$49,999","White"
"77568","Galveston County","29.3676","-94.9742","Downtown Houston","29.7566137","-95.3588701","1","25-34","Prefer not to answer","$75,000 or more","Hispanic/Latino"
"77568","Galveston County","29.3676","-94.9742","Galveston","29.300128","-94.795846","1","25-34","Prefer not to answer","$75,000 or more","Hispanic/Latino"
"77568","Galveston County","29.3676","-94.9742","Galveston","29.300128","-94.795846","1","45-54","No","$15,000-$24,999","Black"
"77568","Galveston County","29.3676","-94.9742","Galveston","29.300128","-94.795846","1","45-54","No","$25,000-$49,999","Prefer not to answer"
"77573","Galveston County","29.5173","-95.0963","Austin","30.264979","-97.746598","1","25-34","No","$75,000 or more","Prefer not to answer"
"77573","Galveston County","29.5173","-95.0963","Austin","30.264979","-97.746598","1","55-64","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","Clear Lake","29.582613","-95.138027","1","45-54","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","Clear Lake","29.582613","-95.138027","1","65+","No","$75,000 or more","Black"
"77573","Galveston County","29.5173","-95.0963","Clear Lake","29.582613","-95.138027","1","65+","Yes","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","Dallas","32.7779765","-96.7962148","1","55-64","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","Downtown Houston","29.7566137","-95.3588701","1","35-44","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","Downtown Houston","29.7566137","-95.3588701","2","45-54","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","Downtown Houston","29.7566137","-95.3588701","3","65+","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","Energy Corridor","29.78967","-95.69371","1","45-54","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","Galveston","29.300128","-94.795846","1","18-24","Yes","$25,000-$49,999","White"
"77573","Galveston County","29.5173","-95.0963","Galveston","29.300128","-94.795846","1","25-34","No","$50,000-$74,999","Hispanic/Latino"
"77573","Galveston County","29.5173","-95.0963","Galveston","29.300128","-94.795846","1","25-34","No","$75,000 or more","Prefer not to answer"
"77573","Galveston County","29.5173","-95.0963","Galveston","29.300128","-94.795846","1","25-34","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","Galveston","29.300128","-94.795846","1","45-54","No","$50,000-$74,999","Prefer not to answer"
"77573","Galveston County","29.5173","-95.0963","Galveston","29.300128","-94.795846","1","45-54","No","$75,000 or more","Asian or Pacific Islander"
"77573","Galveston County","29.5173","-95.0963","Galveston","29.300128","-94.795846","2","45-54","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","Galveston","29.300128","-94.795846","1","45-54","Prefer not to answer","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","Galveston","29.300128","-94.795846","1","55-64","No","$25,000-$49,999","White"
"77573","Galveston County","29.5173","-95.0963","Galveston","29.300128","-94.795846","1","55-64","No","Prefer not to answer","Prefer not to answer"
"77573","Galveston County","29.5173","-95.0963","Galveston","29.300128","-94.795846","2","65+","No","$50,000-$74,999","White"
"77573","Galveston County","29.5173","-95.0963","Galveston","29.300128","-94.795846","1","65+","No","$75,000 or more","Hispanic/Latino"
"77573","Galveston County","29.5173","-95.0963","Galveston","29.300128","-94.795846","1","65+","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","Galveston Seawall","29.28877","-94.78954","1","45-54","No","$75,000 or more","Asian or Pacific Islander"
"77573","Galveston County","29.5173","-95.0963","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","25-34","No","$75,000 or more","Prefer not to answer"
"77573","Galveston County","29.5173","-95.0963","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","25-34","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","65+","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","65+","Yes","$25,000-$49,999","White"
"77573","Galveston County","29.5173","-95.0963","Kemah","29.5432111","-95.0209388","1","25-34","No","$50,000-$74,999","White"
"77573","Galveston County","29.5173","-95.0963","Kemah Boardwalk","29.5472949","-95.020199","1","35-44","No","Less than $15,000","Prefer not to answer"
"77573","Galveston County","29.5173","-95.0963","League City","29.507507","-95.095204","1","18-24","No","$50,000-$74,999","White"
"77573","Galveston County","29.5173","-95.0963","League City","29.507507","-95.095204","1","25-34","No","$50,000-$74,999","Asian or Pacific Islander"
"77573","Galveston County","29.5173","-95.0963","League City","29.507507","-95.095204","1","25-34","No","$50,000-$74,999","White"
"77573","Galveston County","29.5173","-95.0963","League City","29.507507","-95.095204","2","35-44","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","League City","29.507507","-95.095204","1","45-54","No","$50,000-$74,999","White"
"77573","Galveston County","29.5173","-95.0963","League City","29.507507","-95.095204","1","65+","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","Magnolia","30.207279","-95.746976","1","35-44","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","Moody Gardens","29.272762","-94.852509","1","35-44","No","$75,000 or more","Prefer not to answer"
"77573","Galveston County","29.5173","-95.0963","Moody Gardens","29.272762","-94.852509","1","45-54","No","$75,000 or more","Asian or Pacific Islander"
"77573","Galveston County","29.5173","-95.0963","NASA Johnson Space Center","29.5527935","-95.093071","1","25-34","No","$75,000 or more","Asian or Pacific Islander"
"77573","Galveston County","29.5173","-95.0963","NASA Johnson Space Center","29.5527935","-95.093071","1","25-34","No","$75,000 or more","Prefer not to answer"
"77573","Galveston County","29.5173","-95.0963","NASA Johnson Space Center","29.5527935","-95.093071","1","35-44","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","NRG Park","29.68737","-95.41234","1","35-44","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","San Antonio","29.4251712","-98.494614","1","25-34","No","$75,000 or more","Prefer not to answer"
"77573","Galveston County","29.5173","-95.0963","Texas Medical Center","29.7117013","-95.3931416","1","35-44","Yes","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","Toyota Center","29.7501922","-95.3625121","1","35-44","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","UTMB","29.31194","-94.77806","1","25-34","No","$25,000-$49,999","White"
"77573","Galveston County","29.5173","-95.0963","UTMB","29.31194","-94.77806","1","65+","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","William P. Hobby Airport","29.6524","-95.27723","1","25-34","No","$75,000 or more","Prefer not to answer"
"77573","Galveston County","29.5173","-95.0963","William P. Hobby Airport","29.6524","-95.27723","1","25-34","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","William P. Hobby Airport","29.6524","-95.27723","1","35-44","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","William P. Hobby Airport","29.6524","-95.27723","1","65+","No","$75,000 or more","White"
"77573","Galveston County","29.5173","-95.0963","William P. Hobby Airport","29.6524","-95.27723","1","65+","Yes","$25,000-$49,999","White"
"77578","Brazoria County","29.4694","-95.3503","Downtown Houston","29.7566137","-95.3588701","1","35-44","Yes","$75,000 or more","Asian or Pacific Islander"
"77578","Brazoria County","29.4694","-95.3503","Manvel","29.467162","-95.356056","1","35-44","Yes","$75,000 or more","Asian or Pacific Islander"
"77581","Brazoria County","29.5617","-95.2721","Galveston","29.300128","-94.795846","1","45-54","No","$75,000 or more","White"
"77581","Brazoria County","29.5617","-95.2721","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","45-54","No","$75,000 or more","Prefer not to answer"
"77581","Brazoria County","29.5617","-95.2721","William P. Hobby Airport","29.6524","-95.27723","1","45-54","No","$75,000 or more","Prefer not to answer"
"77583","Brazoria County","29.4203","-95.4537","Downtown Houston","29.7566137","-95.3588701","1","35-44","No","$75,000 or more","White"
"77583","Brazoria County","29.4203","-95.4537","Galveston","29.300128","-94.795846","1","65+","Prefer not to answer","$25,000-$49,999","Hispanic/Latino"
"77583","Brazoria County","29.4203","-95.4537","Pearland","29.5636884","-95.2861747","1","35-44","No","$75,000 or more","Asian or Pacific Islander"
"77583","Brazoria County","29.4203","-95.4537","Texas Medical Center","29.7117013","-95.3931416","1","35-44","No","$75,000 or more","White"
"77584","Brazoria County","29.5405","-95.3208","Downtown Houston","29.7566137","-95.3588701","2","35-44","No","$75,000 or more","White"
"77584","Brazoria County","29.5405","-95.3208","Downtown Houston","29.7566137","-95.3588701","1","55-64","No","$50,000-$74,999","White"
"77584","Brazoria County","29.5405","-95.3208","Galveston","29.300128","-94.795846","1","35-44","No","$75,000 or more","White"
"77584","Brazoria County","29.5405","-95.3208","Galveston","29.300128","-94.795846","1","45-54","Yes","$75,000 or more","White"
"77584","Brazoria County","29.5405","-95.3208","Pearland","29.5636884","-95.2861747","2","35-44","No","$75,000 or more","White"
"77584","Brazoria County","29.5405","-95.3208","Pearland","29.5636884","-95.2861747","1","65+","Yes","$50,000-$74,999","White"
"77584","Brazoria County","29.5405","-95.3208","Texas Medical Center","29.7117013","-95.3931416","1","35-44","No","$75,000 or more","Asian or Pacific Islander"
"77584","Brazoria County","29.5405","-95.3208","Texas Medical Center","29.7117013","-95.3931416","1","45-54","Yes","$75,000 or more","White"
"77584","Brazoria County","29.5405","-95.3208","Texas Medical Center","29.7117013","-95.3931416","1","65+","Yes","$50,000-$74,999","White"
"77586","Harris County","29.5832","-95.037","Baytown","29.732081","-94.967821","1","35-44","No","$75,000 or more","White"
"77586","Harris County","29.5832","-95.037","Kemah Boardwalk","29.5472949","-95.020199","1","35-44","No","$75,000 or more","White"
"77586","Harris County","29.5832","-95.037","La Porte","29.6641635","-95.0192828","1","35-44","No","$75,000 or more","White"
"77586","Harris County","29.5832","-95.037","Pasadena","29.693379","-95.1933326","1","35-44","No","$75,000 or more","White"
"77586","Harris County","29.5832","-95.037","William P. Hobby Airport","29.6524","-95.27723","1","35-44","No","$75,000 or more","White"
"77590","Galveston County","29.397","-94.9203","Downtown Houston","29.7566137","-95.3588701","1","35-44","No","$75,000 or more","White"
"77590","Galveston County","29.397","-94.9203","Galveston","29.300128","-94.795846","1","25-34","Prefer not to answer","$75,000 or more","Prefer not to answer"
"77590","Galveston County","29.397","-94.9203","Galveston","29.300128","-94.795846","1","45-54","Yes","Less than $15,000","White"
"77590","Galveston County","29.397","-94.9203","Moody Gardens","29.272762","-94.852509","1","55-64","No","$75,000 or more","White"
"77590","Galveston County","29.397","-94.9203","Texas City","29.384016","-94.902549","1","25-34","Prefer not to answer","$75,000 or more","Prefer not to answer"
"77591","Galveston County","29.3891","-94.9942","Hitchcock","29.348368","-95.016175","1","25-34","No","$50,000-$74,999","Black"
"77591","Galveston County","29.3891","-94.9942","Missouri City","29.5961868","-95.5266922","1","25-34","No","$50,000-$74,999","Black"
"77591","Galveston County","29.3891","-94.9942","Texas City","29.384016","-94.902549","1","18-24","No","$25,000-$49,999","Black"
"77598","Harris County","29.5564","-95.144","Alvin","29.423834","-95.244078","1","35-44","Yes","$25,000-$49,999","White"
"77598","Harris County","29.5564","-95.144","Austin","30.264979","-97.746598","1","35-44","Yes","$25,000-$49,999","White"
"77598","Harris County","29.5564","-95.144","Fuqua Street","27.9985257482","-97.0704347217","1","35-44","Yes","$25,000-$49,999","White"
"77598","Harris County","29.5564","-95.144","Galveston","29.300128","-94.795846","1","35-44","Yes","$25,000-$49,999","White"
