"zipcode","origin_county","origin_lat","origin_lon","destination","destination_lat","destination_lon","flow_count","Age","Disability","Income","Race"
"77074","Harris County","29.6896","-95.5106","Galveston","29.300128","-94.795846","1","45-54","No","Less than $15,000","Hispanic/Latino"
"77074","Harris County","29.6896","-95.5106","The Woodlands","30.1820388","-95.4846124","1","18-24","No","$25,000-$49,999","Hispanic/Latino"
"77075","Harris County","29.6223","-95.26","Galveston","29.300128","-94.795846","1","25-34","No","$50,000-$74,999","Hispanic/Latino"
"77077","Harris County","29.7477","-95.603","Katy","29.7948568","-95.8165311","1","25-34","Yes","$25,000-$49,999","Prefer not to answer"
"77077","Harris County","29.7477","-95.603","Sugar Land","29.597075","-95.620971","1","35-44","No","$75,000 or more","White"
"77079","Harris County","29.7738","-95.598","Galveston","29.300128","-94.795846","1","35-44","No","$50,000-$74,999","No Response"
"77079","Harris County","29.7738","-95.598","Galveston","29.300128","-94.795846","1","35-44","No","$75,000 or more","White"
"77079","Harris County","29.7738","-95.598","Galveston","29.300128","-94.795846","1","45-54","No","$50,000-$74,999","White"
"77080","Harris County","29.8159","-95.523","Dallas","32.7779765","-96.7962148","1","35-44","No","$75,000 or more","Asian or Pacific Islander"
"77080","Harris County","29.8159","-95.523","Downtown Houston","29.7566137","-95.3588701","1","25-34","No","$75,000 or more","White"
"77080","Harris County","29.8159","-95.523","Katy","29.7948568","-95.8165311","1","35-44","Prefer not to answer","$15,000-$24,999","Asian or Pacific Islander"
"77081","Harris County","29.7119","-95.4845","Galveston","29.300128","-94.795846","1","25-34","No","$75,000 or more","Black"
"77082","Harris County","29.7223","-95.6285","Galveston","29.300128","-94.795846","1","25-34","Prefer not to answer","$75,000 or more","Prefer not to answer"
"77084","Harris County","29.844","-95.6623","Copperfield","30.6768274","-96.292597","1","65+","Yes","$75,000 or more","Black"
"77085","Harris County","29.6218","-95.4819","Gulfton","29.712297","-95.482622","1","25-34","No","$50,000-$74,999","Hispanic/Latino"
"77087","Harris County","29.6876","-95.3011","Galveston","29.300128","-94.795846","1","18-24","No","$15,000-$24,999","Hispanic/Latino"
"77087","Harris County","29.6876","-95.3011","Galveston","29.300128","-94.795846","1","18-24","No","$25,000-$49,999","Hispanic/Latino"
"77088","Harris County","29.8817","-95.4539","Energy Corridor","29.78967","-95.69371","1","25-34","No","$75,000 or more","White"
"77088","Harris County","29.8817","-95.4539","Galveston","29.300128","-94.795846","1","35-44","No","$75,000 or more","Hispanic/Latino"
"77088","Harris County","29.8817","-95.4539","William P. Hobby Airport","29.6524","-95.27723","1","35-44","No","$75,000 or more","Asian or Pacific Islander"
"77089","Harris County","29.594","-95.2218","Baybrook Mall","29.542016","-95.148423","1","18-24","No","$25,000-$49,999","Hispanic/Latino"
"77089","Harris County","29.594","-95.2218","Downtown Houston","29.7566137","-95.3588701","1","35-44","Prefer not to answer","$15,000-$24,999","Asian or Pacific Islander"
"77089","Harris County","29.594","-95.2218","Downtown Houston","29.7566137","-95.3588701","1","55-64","Yes","$75,000 or more","Hispanic/Latino"
"77089","Harris County","29.594","-95.2218","Galveston","29.300128","-94.795846","1","55-64","Yes","$75,000 or more","Hispanic/Latino"
"77089","Harris County","29.594","-95.2218","Katy","29.7948568","-95.8165311","1","35-44","Prefer not to answer","$15,000-$24,999","Asian or Pacific Islander"
"77090","Harris County","30.0167","-95.447","Westheimer Road","33.1647099895","-97.1065476689","1","45-54","No","$75,000 or more","White"
"77092","Harris County","29.8324","-95.472","Galveston","29.300128","-94.795846","1","35-44","No","$75,000 or more","White"
"77092","Harris County","29.8324","-95.472","Galveston","29.300128","-94.795846","1","35-44","Yes","$75,000 or more","White"
"77092","Harris County","29.8324","-95.472","Galveston","29.300128","-94.795846","1","65+","Yes","Less than $15,000","White"
"77095","Harris County","29.8941","-95.6481","Galveston","29.300128","-94.795846","1","55-64","No","Less than $15,000","White"
"77095","Harris County","29.8941","-95.6481","The Galleria","29.739332","-95.463878","1","35-44","No","$75,000 or more","Prefer not to answer"
"77096","Harris County","29.6722","-95.4861","Galveston","29.300128","-94.795846","1","35-44","No","$25,000-$49,999","White"
"77098","Harris County","29.735","-95.4118","Clear Lake","29.582613","-95.138027","1","25-34","No","$75,000 or more","American Indian or Alaska Native"
"77098","Harris County","29.735","-95.4118","Clear Lake","29.582613","-95.138027","1","25-34","No","$75,000 or more","Asian or Pacific Islander"
"77098","Harris County","29.735","-95.4118","Dallas","32.7779765","-96.7962148","1","45-54","No","$75,000 or more","White"
"77098","Harris County","29.735","-95.4118","Galveston","29.300128","-94.795846","1","25-34","No","$75,000 or more","White"
"77098","Harris County","29.735","-95.4118","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","35-44","No","$75,000 or more","White"
"77098","Harris County","29.735","-95.4118","Kemah","29.5432111","-95.0209388","1","35-44","No","$75,000 or more","Prefer not to answer"
"77098","Harris County","29.735","-95.4118","Montrose","29.73745","-95.390851","1","25-34","No","$75,000 or more","Asian or Pacific Islander"
"77098","Harris County","29.735","-95.4118","William P. Hobby Airport","29.6524","-95.27723","1","35-44","No","$75,000 or more","White"
"77302","Montgomery County","30.2238","-95.3577","Galveston","29.300128","-94.795846","1","25-34","No","$25,000-$49,999","White"
"77302","Montgomery County","30.2238","-95.3577","Galveston","29.300128","-94.795846","1","45-54","No","$75,000 or more","White"
"77327","Liberty County","30.33","-95.0202","Galveston","29.300128","-94.795846","1","35-44","No","$50,000-$74,999","White"
"77338","Harris County","30.0041","-95.2825","Downtown Houston","29.7566137","-95.3588701","1","55-64","No","Less than $15,000","Black"
"77339","Harris County","30.0569","-95.1835","Downtown Houston","29.7566137","-95.3588701","1","35-44","No","$75,000 or more","White"
"77339","Harris County","30.0569","-95.1835","Downtown Houston","29.7566137","-95.3588701","1","35-44","Yes","$50,000-$74,999","White"
"77339","Harris County","30.0569","-95.1835","Galveston","29.300128","-94.795846","1","65+","No","$75,000 or more","Prefer not to answer"
"77339","Harris County","30.0569","-95.1835","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","35-44","Yes","$50,000-$74,999","White"
"77339","Harris County","30.0569","-95.1835","Kingwood","30.052496","-95.204822","1","35-44","No","$75,000 or more","White"
"77339","Harris County","30.0569","-95.1835","Kingwood","30.052496","-95.204822","1","35-44","Yes","$50,000-$74,999","White"
"77339","Harris County","30.0569","-95.1835","Texas Medical Center","29.7117013","-95.3931416","1","35-44","No","$75,000 or more","White"
"77339","Harris County","30.0569","-95.1835","The Galleria","29.739332","-95.463878","1","35-44","No","$75,000 or more","White"
"77345","Harris County","30.0336","-95.261","Downtown Houston","29.7566137","-95.3588701","1","35-44","No","$75,000 or more","White"
"77345","Harris County","30.0336","-95.261","Galveston","29.300128","-94.795846","1","25-34","No","$75,000 or more","White"
"77345","Harris County","30.0336","-95.261","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","25-34","No","$75,000 or more","White"
"77345","Harris County","30.0336","-95.261","Kingwood","30.052496","-95.204822","1","25-34","No","$15,000-$24,999","White"
"77345","Harris County","30.0336","-95.261","Kingwood","30.052496","-95.204822","1","35-44","No","$75,000 or more","White"
"77345","Harris County","30.0336","-95.261","The Woodlands","30.1820388","-95.4846124","1","25-34","No","$75,000 or more","White"
"77354","Montgomery County","30.2333","-95.5502","Galveston","29.300128","-94.795846","1","35-44","No","$75,000 or more","White"
"77354","Montgomery County","30.2333","-95.5502","Magnolia","30.207279","-95.746976","1","35-44","No","$75,000 or more","Hispanic/Latino"
"77357","Montgomery County","30.1579","-95.198","Downtown Houston","29.7566137","-95.3588701","1","25-34","No","$75,000 or more","White"
"77365","Montgomery County","30.1237","-95.2686","Galveston","29.300128","-94.795846","1","18-24","No","$25,000-$49,999","Hispanic/Latino"
"77365","Montgomery County","30.1237","-95.2686","Galveston","29.300128","-94.795846","1","45-54","No","$75,000 or more","Prefer not to answer"
"77372","Montgomery County","30.2326","-95.1993","Greenway Plaza","29.7301315967","-95.4402547376","1","45-54","No","$50,000-$74,999","White"
"77373","Harris County","30.0532","-95.3773","Galveston","29.300128","-94.795846","1","65+","No","$25,000-$49,999","White"
"77373","Harris County","30.0532","-95.3773","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","25-34","No","$75,000 or more","White"
"77379","Harris County","30.0377","-95.5326","Galveston","29.300128","-94.795846","1","35-44","No","$50,000-$74,999","Hispanic/Latino"
"77382","Harris County","30.2106","-95.5257","Austin","30.264979","-97.746598","1","35-44","Prefer not to answer","$75,000 or more","Prefer not to answer"
"77382","Harris County","30.2106","-95.5257","Dallas","32.7779765","-96.7962148","1","35-44","Prefer not to answer","$75,000 or more","Prefer not to answer"
"77382","Harris County","30.2106","-95.5257","Downtown Houston","29.7566137","-95.3588701","1","35-44","No","$75,000 or more","White"
"77382","Harris County","30.2106","-95.5257","Galveston","29.300128","-94.795846","1","35-44","Prefer not to answer","$75,000 or more","Prefer not to answer"
"77385","Montgomery County","30.1877","-95.4288","Downtown Houston","29.7566137","-95.3588701","1","65+","No","$15,000-$24,999","White"
"77386","Montgomery County","30.1288","-95.4239","Austin","30.264979","-97.746598","1","35-44","No","$75,000 or more","White"
"77386","Montgomery County","30.1288","-95.4239","Dallas","32.7779765","-96.7962148","1","35-44","No","$75,000 or more","White"
"77386","Montgomery County","30.1288","-95.4239","Downtown Houston","29.7566137","-95.3588701","1","35-44","No","$25,000-$49,999","White"
"77386","Montgomery County","30.1288","-95.4239","Downtown Houston","29.7566137","-95.3588701","1","35-44","No","$75,000 or more","White"
"77386","Montgomery County","30.1288","-95.4239","Galveston","29.300128","-94.795846","1","35-44","No","$25,000-$49,999","White"
"77386","Montgomery County","30.1288","-95.4239","Galveston","29.300128","-94.795846","1","35-44","No","$50,000-$74,999","White"
"77386","Montgomery County","30.1288","-95.4239","Galveston","29.300128","-94.795846","1","35-44","No","$75,000 or more","White"
"77386","Montgomery County","30.1288","-95.4239","Kemah","29.5432111","-95.0209388","1","35-44","No","$25,000-$49,999","White"
"77386","Montgomery County","30.1288","-95.4239","NASA Johnson Space Center","29.5527935","-95.093071","1","35-44","No","$25,000-$49,999","White"
"77396","Harris County","29.9507","-95.2622","Humble","29.999022","-95.261315","1","25-34","No","$50,000-$74,999","White"
"77401","Harris County","29.7023","-95.4611","Katy","29.7948568","-95.8165311","1","18-24","Yes","$75,000 or more","Black"
"77401","Harris County","29.7023","-95.4611","Sugar Land","29.597075","-95.620971","1","18-24","Yes","$75,000 or more","Black"
"77406","Fort Bend County","29.6436","-95.798","Galveston","29.300128","-94.795846","1","55-64","No","$75,000 or more","White"
"77407","Fort Bend County","29.6625","-95.7272","Downtown Houston","29.7566137","-95.3588701","1","25-34","No","$25,000-$49,999","Asian or Pacific Islander"
"77407","Fort Bend County","29.6625","-95.7272","Galveston","29.300128","-94.795846","1","25-34","No","$25,000-$49,999","Asian or Pacific Islander"
"77423","Waller County","29.8072","-95.9755","Katy","29.7948568","-95.8165311","1","35-44","No","$75,000 or more","White"
"77429","Harris County","29.9766","-95.6358","Galveston","29.300128","-94.795846","1","25-34","No","$25,000-$49,999","Hispanic/Latino"
"77429","Harris County","29.9766","-95.6358","Galveston","29.300128","-94.795846","1","65+","No","$75,000 or more","White"
"77429","Harris County","29.9766","-95.6358","Galveston Seawall","29.28877","-94.78954","1","65+","No","$75,000 or more","White"
"77429","Harris County","29.9766","-95.6358","The Strand, Galveston","29.3065641954","-94.7986066281","1","65+","No","$75,000 or more","White"
"77429","Harris County","29.9766","-95.6358","The Woodlands","30.1820388","-95.4846124","1","Under 18","No","$75,000 or more","White"
"77433","Harris County","29.8836","-95.7025","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","55-64","No","$75,000 or more","Asian or Pacific Islander"
"77433","Harris County","29.8836","-95.7025","Katy","29.7948568","-95.8165311","1","25-34","No","$50,000-$74,999","Black"
"77433","Harris County","29.8836","-95.7025","Katy","29.7948568","-95.8165311","1","25-34","No","$75,000 or more","Hispanic/Latino"
"77433","Harris County","29.8836","-95.7025","Tomball","30.0972053","-95.6160055","1","25-34","No","$75,000 or more","Hispanic/Latino"
"77433","Harris County","29.8836","-95.7025","William P. Hobby Airport","29.6524","-95.27723","1","55-64","No","$75,000 or more","Asian or Pacific Islander"
"77441","Fort Bend County","29.7217","-95.8977","Downtown Houston","29.7566137","-95.3588701","1","55-64","No","$75,000 or more","Prefer not to answer"
"77441","Fort Bend County","29.7217","-95.8977","Galveston","29.300128","-94.795846","1","55-64","No","$75,000 or more","Prefer not to answer"
"77441","Fort Bend County","29.7217","-95.8977","Jersey Village","29.8872313","-95.5642446","1","45-54","No","$75,000 or more","White"
"77441","Fort Bend County","29.7217","-95.8977","Katy","29.7948568","-95.8165311","1","18-24","No","$75,000 or more","Asian or Pacific Islander"
"77441","Fort Bend County","29.7217","-95.8977","Sugar Land","29.597075","-95.620971","1","55-64","No","$75,000 or more","Prefer not to answer"
"77445","Waller County","30.092","-96.0716","Cypress","29.9733345","-95.6873322","1","55-64","Yes","$15,000-$24,999","American Indian or Alaska Native"
"77445","Waller County","30.092","-96.0716","Cypress","29.9733345","-95.6873322","1","65+","No","$50,000-$74,999","Black"
"77449","Harris County","29.8323","-95.736","Downtown Houston","29.7566137","-95.3588701","1","35-44","No","$75,000 or more","White"
"77449","Harris County","29.8323","-95.736","Galveston","29.300128","-94.795846","1","18-24","No","$15,000-$24,999","Hispanic/Latino"
"77449","Harris County","29.8323","-95.736","Galveston","29.300128","-94.795846","1","35-44","No","$75,000 or more","White"
"77449","Harris County","29.8323","-95.736","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","25-34","Yes","$25,000-$49,999","American Indian or Alaska Native"
"77449","Harris County","29.8323","-95.736","Hermann Park","29.7104426","-95.3911205","1","35-44","No","$75,000 or more","White"
"77449","Harris County","29.8323","-95.736","Katy","29.7948568","-95.8165311","1","25-34","Yes","$25,000-$49,999","American Indian or Alaska Native"
"77449","Harris County","29.8323","-95.736","Katy","29.7948568","-95.8165311","1","35-44","No","$75,000 or more","Black"
"77449","Harris County","29.8323","-95.736","Katy","29.7948568","-95.8165311","2","35-44","No","$75,000 or more","White"
"77449","Harris County","29.8323","-95.736","Texas Medical Center","29.7117013","-95.3931416","1","35-44","No","$75,000 or more","White"
"77449","Harris County","29.8323","-95.736","William P. Hobby Airport","29.6524","-95.27723","1","25-34","Yes","$25,000-$49,999","American Indian or Alaska Native"
"77450","Harris County","29.745","-95.7326","Downtown Houston","29.7566137","-95.3588701","1","35-44","No","$75,000 or more","White"
"77450","Harris County","29.745","-95.7326","Galveston","29.300128","-94.795846","1","25-34","No","$75,000 or more","White"
"77450","Harris County","29.745","-95.7326","Galveston","29.300128","-94.795846","1","65+","Yes","$75,000 or more","White"
"77450","Harris County","29.745","-95.7326","Houston Museum District","29.7298922","-95.3866012","1","35-44","No","$75,000 or more","White"
"77450","Harris County","29.745","-95.7326","Katy","29.7948568","-95.8165311","1","35-44","No","$75,000 or more","White"
"77450","Harris County","29.745","-95.7326","Katy","29.7948568","-95.8165311","1","45-54","No","$50,000-$74,999","White"
"77450","Harris County","29.745","-95.7326","Katy","29.7948568","-95.8165311","1","55-64","Yes","$25,000-$49,999","White"
"77450","Harris County","29.745","-95.7326","Texas Medical Center","29.7117013","-95.3931416","1","45-54","No","$50,000-$74,999","White"
"77459","Fort Bend County","29.5704","-95.5423","Downtown Houston","29.7566137","-95.3588701","1","45-54","No","$75,000 or more","White"
"77459","Fort Bend County","29.5704","-95.5423","Sienna","29.48752","-95.507643","1","45-54","No","$75,000 or more","White"
"77459","Fort Bend County","29.5704","-95.5423","Sugar Land","29.597075","-95.620971","1","25-34","No","$25,000-$49,999","Black"
"77459","Fort Bend County","29.5704","-95.5423","Texas Medical Center","29.7117013","-95.3931416","1","45-54","No","$75,000 or more","White"
"77459","Fort Bend County","29.5704","-95.5423","The Galleria","29.739332","-95.463878","1","18-24","No","Less than $15,000","White"
"77459","Fort Bend County","29.5704","-95.5423","University of Houston","29.7186641","-95.3400452","1","18-24","Prefer not to answer","Less than $15,000","Asian or Pacific Islander"
"77466","Waller County","29.8173","-96.0073","Brookshire","29.786298","-95.9513","1","25-34","Yes","$75,000 or more","White"
"77469","Fort Bend County","29.5511","-95.7329","Downtown Houston","29.7566137","-95.3588701","1","35-44","No","$75,000 or more","White"
"77469","Fort Bend County","29.5511","-95.7329","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","65+","Yes","$50,000-$74,999","Prefer not to answer"
"77469","Fort Bend County","29.5511","-95.7329","Sugar Land","29.597075","-95.620971","1","65+","Prefer not to answer","$25,000-$49,999","White"
"77469","Fort Bend County","29.5511","-95.7329","Wharton","29.310835","-96.100089","1","45-54","No","Less than $15,000","Black"
"77471","Fort Bend County","29.5497","-95.7982","Galveston","29.300128","-94.795846","1","65+","No","$15,000-$24,999","Black"
"77471","Fort Bend County","29.5497","-95.7982","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","35-44","No","$75,000 or more","White"
"77471","Fort Bend County","29.5497","-95.7982","Wharton","29.310835","-96.100089","1","65+","No","$15,000-$24,999","Black"
"77471","Fort Bend County","29.5497","-95.7982","William P. Hobby Airport","29.6524","-95.27723","1","35-44","No","$75,000 or more","White"
"77474","Austin County","29.7826","-96.1592","Galveston","29.300128","-94.795846","1","18-24","No","Less than $15,000","Hispanic/Latino"
"77474","Austin County","29.7826","-96.1592","Katy","29.7948568","-95.8165311","1","65+","Yes","$15,000-$24,999","Black"
"77474","Austin County","29.7826","-96.1592","Katy","29.7948568","-95.8165311","1","65+","Yes","Less than $15,000","Prefer not to answer"
"77477","Fort Bend County","29.6228","-95.5678","Downtown Houston","29.7566137","-95.3588701","1","25-34","No","Less than $15,000","Black"
"77477","Fort Bend County","29.6228","-95.5678","Galveston","29.300128","-94.795846","1","35-44","Yes","$75,000 or more","White"
"77477","Fort Bend County","29.6228","-95.5678","Stafford","29.6159871","-95.5567246","1","25-34","No","Less than $15,000","Black"
"77477","Fort Bend County","29.6228","-95.5678","Texas Medical Center","29.7117013","-95.3931416","1","45-54","No","$75,000 or more","White"
"77478","Fort Bend County","29.6196","-95.607","Austin","30.264979","-97.746598","1","25-34","No","$75,000 or more","Asian or Pacific Islander"
"77478","Fort Bend County","29.6196","-95.607","Dallas","32.7779765","-96.7962148","1","25-34","No","$75,000 or more","Asian or Pacific Islander"
"77478","Fort Bend County","29.6196","-95.607","Houston Museum District","29.7298922","-95.3866012","1","35-44","No","$75,000 or more","White"
"77478","Fort Bend County","29.6196","-95.607","Katy","29.7948568","-95.8165311","1","25-34","No","$75,000 or more","Asian or Pacific Islander"
"77478","Fort Bend County","29.6196","-95.607","Pearland","29.5636884","-95.2861747","1","25-34","No","$75,000 or more","Asian or Pacific Islander"
"77478","Fort Bend County","29.6196","-95.607","Sugar Land","29.597075","-95.620971","1","25-34","No","$75,000 or more","Asian or Pacific Islander"
"77478","Fort Bend County","29.6196","-95.607","Sugar Land","29.597075","-95.620971","1","35-44","No","$75,000 or more","White"
"77479","Fort Bend County","29.5785","-95.6066","Alief","29.71106","-95.59633","1","18-24","No","$75,000 or more","Asian or Pacific Islander"
"77479","Fort Bend County","29.5785","-95.6066","Chinatown","29.7051998","-95.5435523","1","18-24","No","$75,000 or more","Asian or Pacific Islander"
"77479","Fort Bend County","29.5785","-95.6066","Downtown Houston","29.7566137","-95.3588701","1","18-24","No","$75,000 or more","Asian or Pacific Islander"
"77479","Fort Bend County","29.5785","-95.6066","Downtown Houston","29.7566137","-95.3588701","1","18-24","No","$75,000 or more","Prefer not to answer"
"77479","Fort Bend County","29.5785","-95.6066","Ellington Airport","29.607333333","-95.15875","1","18-24","No","$75,000 or more","Asian or Pacific Islander"
"77479","Fort Bend County","29.5785","-95.6066","Galveston","29.300128","-94.795846","1","18-24","No","$25,000-$49,999","White"
"77479","Fort Bend County","29.5785","-95.6066","Galveston","29.300128","-94.795846","1","18-24","No","$75,000 or more","Asian or Pacific Islander"
"77479","Fort Bend County","29.5785","-95.6066","Galveston","29.300128","-94.795846","1","18-24","No","$75,000 or more","Prefer not to answer"
"77479","Fort Bend County","29.5785","-95.6066","Houston Heights","29.7980364","-95.3991244","1","45-54","No","Prefer not to answer","Prefer not to answer"
"77479","Fort Bend County","29.5785","-95.6066","Katy","29.7948568","-95.8165311","1","18-24","No","$75,000 or more","Asian or Pacific Islander"
"77479","Fort Bend County","29.5785","-95.6066","Katy","29.7948568","-95.8165311","1","45-54","No","$75,000 or more","White"
"77479","Fort Bend County","29.5785","-95.6066","League City","29.507507","-95.095204","1","18-24","No","$75,000 or more","Asian or Pacific Islander"
"77479","Fort Bend County","29.5785","-95.6066","Minute Maid Park","29.7561297","-95.3557455","1","18-24","No","$75,000 or more","Asian or Pacific Islander"
"77479","Fort Bend County","29.5785","-95.6066","NASA Johnson Space Center","29.5527935","-95.093071","1","18-24","No","$75,000 or more","Asian or Pacific Islander"
"77479","Fort Bend County","29.5785","-95.6066","NRG Park","29.68737","-95.41234","1","18-24","No","$75,000 or more","Prefer not to answer"
"77479","Fort Bend County","29.5785","-95.6066","Richmond","29.576349","-95.765327","1","45-54","No","$75,000 or more","White"
"77479","Fort Bend County","29.5785","-95.6066","Sharpstown","29.7041","-95.525251","1","18-24","No","$75,000 or more","Asian or Pacific Islander"
"77479","Fort Bend County","29.5785","-95.6066","Sugar Land","29.597075","-95.620971","1","18-24","No","$75,000 or more","Asian or Pacific Islander"
"77479","Fort Bend County","29.5785","-95.6066","Sugar Land","29.597075","-95.620971","1","35-44","No","$75,000 or more","White"
"77479","Fort Bend County","29.5785","-95.6066","Texas Medical Center","29.7117013","-95.3931416","1","18-24","No","$75,000 or more","Asian or Pacific Islander"
"77479","Fort Bend County","29.5785","-95.6066","The Woodlands","30.1820388","-95.4846124","1","18-24","No","$75,000 or more","Asian or Pacific Islander"
"77479","Fort Bend County","29.5785","-95.6066","William P. Hobby Airport","29.6524","-95.27723","1","18-24","No","$75,000 or more","Prefer not to answer"
"77488","Wharton County","29.3205","-96.0858","Rosenberg","29.558248","-95.808826","1","45-54","No","$15,000-$24,999","Black"
"77489","Fort Bend County","29.5962","-95.5115","Galveston","29.300128","-94.795846","1","45-54","No","$15,000-$24,999","Asian or Pacific Islander"
"77493","Harris County","29.8678","-95.8298","Galveston","29.300128","-94.795846","1","45-54","No","$15,000-$24,999","Hispanic/Latino"
"77493","Harris County","29.8678","-95.8298","Katy","29.7948568","-95.8165311","1","45-54","No","$15,000-$24,999","Hispanic/Latino"
"77493","Harris County","29.8678","-95.8298","Katy","29.7948568","-95.8165311","1","65+","Yes","$25,000-$49,999","Prefer not to answer"
"77493","Harris County","29.8678","-95.8298","Sugar Land","29.597075","-95.620971","1","45-54","No","$15,000-$24,999","Hispanic/Latino"
"77493","Harris County","29.8678","-95.8298","The Woodlands","30.1820388","-95.4846124","1","45-54","No","$15,000-$24,999","Hispanic/Latino"
"77494","Harris County","29.7404","-95.8304","Bellaire","29.704482","-95.455438","1","18-24","No","$50,000-$74,999","Prefer not to answer"
"77494","Harris County","29.7404","-95.8304","Dallas","32.7779765","-96.7962148","1","35-44","No","$75,000 or more","White"
"77494","Harris County","29.7404","-95.8304","Downtown Houston","29.7566137","-95.3588701","1","18-24","No","$50,000-$74,999","Prefer not to answer"
"77494","Harris County","29.7404","-95.8304","Downtown Houston","29.7566137","-95.3588701","1","Under 18","No","$75,000 or more","Asian or Pacific Islander"
"77494","Harris County","29.7404","-95.8304","Energy Corridor","29.78967","-95.69371","1","35-44","No","$75,000 or more","Asian or Pacific Islander"
"77494","Harris County","29.7404","-95.8304","Galveston","29.300128","-94.795846","1","35-44","No","$75,000 or more","White"
"77494","Harris County","29.7404","-95.8304","Galveston","29.300128","-94.795846","1","45-54","No","$25,000-$49,999","White"
"77494","Harris County","29.7404","-95.8304","Galveston","29.300128","-94.795846","1","65+","No","$75,000 or more","Asian or Pacific Islander"
"77494","Harris County","29.7404","-95.8304","George Bush Intercontinental Airport","29.9878157","-95.3414885","1","65+","No","$75,000 or more","Prefer not to answer"
"77494","Harris County","29.7404","-95.8304","Katy","29.7948568","-95.8165311","1","Under 18","No","$75,000 or more","Asian or Pacific Islander"
"77494","Harris County","29.7404","-95.8304","NRG Stadium","29.6848655","-95.4108122","1","Under 18","No","$75,000 or more","Asian or Pacific Islander"
"77494","Harris County","29.7404","-95.8304","Texas Medical Center","29.7117013","-95.3931416","1","18-24","No","$50,000-$74,999","Prefer not to answer"
"77494","Harris County","29.7404","-95.8304","The Galleria","29.739332","-95.463878","1","Under 18","No","$75,000 or more","Asian or Pacific Islander"
"77494","Harris County","29.7404","-95.8304","William P. Hobby Airport","29.6524","-95.27723","1","65+","No","$75,000 or more","Prefer not to answer"
"77504","Harris County","29.6501","-95.1885","Dunlavy Street","29.7411995006","-95.4020506631","1","18-24","No","$75,000 or more","Hispanic/Latino"
"77504","Harris County","29.6501","-95.1885","Pasadena","29.693379","-95.1933326","1","18-24","No","$75,000 or more","Hispanic/Latino"
"77506","Harris County","29.7009","-95.1989","Baytown","29.732081","-94.967821","1","25-34","Yes","Less than $15,000","White"
"77506","Harris County","29.7009","-95.1989","Clear Lake","29.582613","-95.138027","1","25-34","Yes","Less than $15,000","White"
"77506","Harris County","29.7009","-95.1989","NASA Johnson Space Center","29.5527935","-95.093071","1","25-34","Yes","Less than $15,000","White"
"77506","Harris County","29.7009","-95.1989","Pasadena","29.693379","-95.1933326","1","25-34","Yes","Less than $15,000","White"
"77506","Harris County","29.7009","-95.1989","Pasadena","29.693379","-95.1933326","1","45-54","Yes","$25,000-$49,999","White"
"77506","Harris County","29.7009","-95.1989","Pearland","29.5636884","-95.2861747","1","25-34","Yes","Less than $15,000","White"
"77510","Galveston County","29.4032","-95.0734","Galveston","29.300128","-94.795846","1","35-44","No","$50,000-$74,999","Hispanic/Latino"
"77510","Galveston County","29.4032","-95.0734","Galveston","29.300128","-94.795846","1","45-54","No","$75,000 or more","White"
"77510","Galveston County","29.4032","-95.0734","Galveston","29.300128","-94.795846","1","55-64","No","$50,000-$74,999","White"
"77510","Galveston County","29.4032","-95.0734","Galveston Seawall","29.28877","-94.78954","1","55-64","No","$50,000-$74,999","White"
"77510","Galveston County","29.4032","-95.0734","League City","29.507507","-95.095204","1","65+","Yes","$50,000-$74,999","White"
"77510","Galveston County","29.4032","-95.0734","Santa Fe","29.372791","-95.089504","1","35-44","No","$50,000-$74,999","Hispanic/Latino"
"77510","Galveston County","29.4032","-95.0734","Texas City","29.384016","-94.902549","1","65+","Yes","$50,000-$74,999","White"
"77510","Galveston County","29.4032","-95.0734","Texas Medical Center","29.7117013","-95.3931416","1","45-54","Yes","$75,000 or more","American Indian or Alaska Native"
"77510","Galveston County","29.4032","-95.0734","UTMB","29.31194","-94.77806","1","65+","Yes","$50,000-$74,999","White"
"77511","Brazoria County","29.412","-95.2515","Alvin","29.423834","-95.244078","1","25-34","No","$75,000 or more","Hispanic/Latino"
"77511","Brazoria County","29.412","-95.2515","Alvin","29.423834","-95.244078","1","25-34","Yes","$25,000-$49,999","Hispanic/Latino"
"77511","Brazoria County","29.412","-95.2515","Freeport","28.953725","-95.358504","1","18-24","No","$75,000 or more","White"
"77511","Brazoria County","29.412","-95.2515","Freeport","28.953725","-95.358504","1","35-44","No","$50,000-$74,999","White"
"77511","Brazoria County","29.412","-95.2515","Galveston","29.300128","-94.795846","1","35-44","No","$50,000-$74,999","White"
"77511","Brazoria County","29.412","-95.2515","Galveston","29.300128","-94.795846","1","35-44","No","$75,000 or more","White"
"77511","Brazoria County","29.412","-95.2515","Galveston","29.300128","-94.795846","1","55-64","Yes","$75,000 or more","White"
"77511","Brazoria County","29.412","-95.2515","Katy","29.7948568","-95.8165311","1","18-24","No","$75,000 or more","White"
